Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
ToppCell Atlas	836061acd7f0d5de89b16f52ec679bdf09eac9db	COVID_non-vent-Lymphocytic-T_cell-CD8+_Memory_T_cell|COVID_non-vent / Disease condition, Lineage, Cell class and subclass	PBMC Atlas of COVID-19 patients (Wilk et al.)	1.890E-4	4.902E-1	7.530E-4	6.354E-3	2	197	B2M,HLA-E
ToppCell Atlas	bdd212ea869d7c96e2ab29fa5145417afe83f2a9	mild_COVID-19_(asymptomatic)-CD8+_Tem|World / disease group, cell group and cell class (v2)	PBMC Atlas of COVID-19 and Influenza Patients (Lee et al.)	1.890E-4	4.902E-1	7.530E-4	6.354E-3	2	197	B2M,HLA-E
ToppCell Atlas	ba40a8b6871c8a0166195c03e7e3deae5834ec56	18-Airway-Immune-Hematopoietic,_T_Cells|Airway / Age, Tissue, Lineage and Cell class	Human Fetal Lung in Development	1.890E-4	4.902E-1	7.530E-4	6.354E-3	2	197	B2M,HLA-E
ToppCell Atlas	9d2dbf86e67d498e058e00bd1af73e16306dda0b	normal_Lymph_Node-T/NK_cells|normal_Lymph_Node / Location, Cell class and cell subclass	Human Metastatic Lung Adenocarcinoma (Nayoung Kim et al)	1.890E-4	4.902E-1	7.530E-4	6.354E-3	2	197	B2M,HLA-E
ToppCell Atlas	559b22ff973a1551e614a972085343e7d8e8a668	normal_Lung-T/NK_cells-CD8_low_T|normal_Lung / Location, Cell class and cell subclass	Human Metastatic Lung Adenocarcinoma (Nayoung Kim et al)	1.890E-4	4.902E-1	7.530E-4	6.354E-3	2	197	B2M,HLA-E
ToppCell Atlas	d13fc20b31ab6d9117437fba319c72f3a552858f	CV-Severe-0|Severe / Virus stimulation, Condition and Cluster	CD8+ Memory T cells (PBMC) of COVID-19 Patients	1.890E-4	4.902E-1	7.530E-4	6.354E-3	2	197	B2M,HLA-E
ToppCell Atlas	f1248781e71e3a158d06e9ec93eb90dc6d48bcb2	critical-Myeloid-Neutrophil|Myeloid / Severity, Lineage and Cell class of Nasopharyngeal (NS) Samples from Patients and Controls	Upper Airway and Bronchi Atlas of COVID-19 Patients	1.890E-4	4.902E-1	7.530E-4	6.354E-3	2	197	B2M,HLA-E
ToppCell Atlas	ae55ac5c714e55061d605dee030cbe29b43cf9c1	356C-Lymphocytic-NK_cells|356C / Donor, Lineage, Cell class and subclass (all cells)	Tissue Stability Cell Atlas - Lung Cells	1.890E-4	4.902E-1	7.530E-4	6.354E-3	2	197	B2M,HLA-E
ToppCell Atlas	951bb4c1e6f5c5fd7e7d58b36eb3f31e9201fb66	ICU-NoSEP-Lymphocyte-T_NK|ICU-NoSEP / Disease, Lineage and Cell Type	Sepsis Atlas	1.890E-4	4.902E-1	7.530E-4	6.354E-3	2	197	B2M,HLA-E
ToppCell Atlas	2e402a1d5a49c9943a165596dcc6fa89fcecb09c	Smart-seq2-spleen_(Smart-seq2)-lymphocytic-T_lymphocytic-CD8-positive,_alpha-beta_memory_T_cell|spleen_(Smart-seq2) / Per Platform+tissue_group, by lineage_subgroup, cell_group, cell_type	Immune and Hematologic Cells from 24 tissues of the Tabula Sapiens: a multiple organ single cell transcriptomic atlas of humans.	1.890E-4	4.902E-1	7.530E-4	6.354E-3	2	197	B2M,HLA-E
ToppCell Atlas	10702e61b510bfc7f54047ab3d8c700451a662b2	T/NK_cells-NKT_cell|T/NK_cells / Lineage and Cell class	Human Bone Marrow Atlas	1.890E-4	4.902E-1	7.530E-4	6.354E-3	2	197	B2M,HLA-E
ToppCell Atlas	c7cd7960e8f022b1db49485ff153675827efa35e	356C-Lymphocytic-NK_cells-NK_cell_A|Lymphocytic / Donor, Lineage, Cell class and subclass (all cells)	Tissue Stability Cell Atlas - Lung Cells	1.890E-4	4.902E-1	7.530E-4	6.354E-3	2	197	B2M,HLA-E
ToppCell Atlas	5ff47fbe3de8f161805198535fd055cba4cd582f	proximal-3-Hematologic-CD8+_Naive_T|3 / Location, Lineage, Cell class (ontology) and Donor from 10X sequencing (macrophage renamed)	Human Lung Cell Atlas (HLCA)	1.890E-4	4.902E-1	7.530E-4	6.354E-3	2	197	B2M,HLA-E
ToppCell Atlas	93bce9741dec4e60dd470acca87cd4c8074f8876	Non-neuronal-Postmitotic-Microglia-Microglia-8|World / Primary Cells by Cluster	Comparison of human cortex and organoids	1.890E-4	4.902E-1	7.530E-4	6.354E-3	2	197	B2M,HLA-E
ToppCell Atlas	8d60fdd5ce80c3496637fd3257d25258df6d7f75	Healthy-CD8+_Tem|Healthy / disease group, cell group and cell class	PBMC Atlas of COVID-19 Patients (Arunachalam et al.)	1.890E-4	4.902E-1	7.530E-4	6.354E-3	2	197	B2M,HLA-E
ToppCell Atlas	d4dfb3b561d0783cdbee4e8d27009ad81df695cb	COVID_vent-Lymphocytic-T_cell-CD8+_Memory_T_cell|COVID_vent / Disease condition, Lineage, Cell class and subclass	PBMC Atlas of COVID-19 patients (Wilk et al.)	1.890E-4	4.902E-1	7.530E-4	6.354E-3	2	197	B2M,HLA-E
ToppCell Atlas	e70e7d97823a762def3970d94a0e897981a6c922	PBMC-Severe-Lymphocyte-T/NK-CD8+_T-CD8+_Tem|Severe / Location, Disease Group, Cell group, Cell class and sub_cluster (2021.03.01)	Integration of Multiple Sampling Location of COVID-19 Patients	1.890E-4	4.902E-1	7.530E-4	6.354E-3	2	197	B2M,HLA-E
ToppCell Atlas	804cec3b1839562dc027a5a2a1e015919bd31de7	(1)_T_CD8_CytT|World / Lung cell shreds - cell class (v4) and cell subclass (v4)	Tissue Stability Cell Atlas - Lung Cells	1.890E-4	4.902E-1	7.530E-4	6.354E-3	2	197	B2M,HLA-E
ToppCell Atlas	f8530b5005f8c0705c74ff5d08857c8cdd4fd25d	proximal-Hematologic-CD8+_Naive_T|proximal / Location, Lineage, Cell class (ontology) and Donor from 10X sequencing (macrophage renamed)	Human Lung Cell Atlas (HLCA)	1.890E-4	4.902E-1	7.530E-4	6.354E-3	2	197	B2M,HLA-E
ToppCell Atlas	7031286e300eaccf73b927939f8de3a9d2d5fc74	CV-Moderate-3|CV / Virus stimulation, Condition and Cluster	CD8+ Memory T cells (PBMC) of COVID-19 Patients	1.890E-4	4.902E-1	7.530E-4	6.354E-3	2	197	B2M,HLA-E
ToppCell Atlas	53fc73dcf93403251b5d519aa6fcfbff7240015f	normal_Pleural_Fluid-T/NK_cells|normal_Pleural_Fluid / Location, Cell class and cell subclass	Human Metastatic Lung Adenocarcinoma (Nayoung Kim et al)	1.890E-4	4.902E-1	7.530E-4	6.354E-3	2	197	B2M,HLA-E
ToppCell Atlas	e1009fa54d365a7f4345fef836da6076b5c1c3d0	343B-Lymphocytic-NK_cells|Lymphocytic / Donor, Lineage, Cell class and subclass (all cells)	Tissue Stability Cell Atlas - Lung Cells	1.890E-4	4.902E-1	7.530E-4	6.354E-3	2	197	B2M,HLA-E
ToppCell Atlas	b6267c624c2e0070c34bba54bf5362466a2dbf34	COVID-19_Severe-PLT_2|World / Disease Group and Platelet Clusters	COVID-19 PBMC Platelet Atlas	1.890E-4	4.902E-1	7.530E-4	6.354E-3	2	197	B2M,HLA-E
ToppCell Atlas	dd38840a96171f58da243daa22b013e15a81db4a	Non-neuronal-Postmitotic-Mural|World / Primary Cells by Cluster	Comparison of human cortex and organoids	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	fec6330dcea707f3ff65db736e9796d778de822c	tumor_Lymph_Node_/_Brain-T/NK_cells|tumor_Lymph_Node_/_Brain / Location, Cell class and cell subclass	Human Metastatic Lung Adenocarcinoma (Nayoung Kim et al)	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	a1b310274aa9b3d2aa1fe9488d67422bf4ac81d2	PBMC-Mild-Lymphocyte-T/NK-Other_T-gd_T-|Mild / Location, Disease Group, Cell group, Cell class and sub_cluster (2021.03.01)	Integration of Multiple Sampling Location of COVID-19 Patients	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	ee657a84928d54eb7a9a66c7acb19a7c119d6423	18-Distal-Endothelial|Distal / Age, Tissue, Lineage and Cell class	Human Fetal Lung in Development	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	46728bb03f4b0d30ae9b62d984a6c2d00cfd370a	Multiple_Sclerosis|World / Disease, Lineage and Cell Type	Multiple Sclerosis	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	61ceb2245b6cb58e308b999a61d218c89dbc615e	COVID-19_Mild|World / Disease condition and Cell class	COVID-19 PBMC Myeloid Cell Atlas	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	STAT1,HLA-E
ToppCell Atlas	9fc1035ea447a4551a66944c869c4671e17cec61	Non-neuronal-Postmitotic-Mural-Mural|World / Primary Cells by Cluster	Comparison of human cortex and organoids	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	8689090bce9ab6e8f122426a404037e572c6713b	COVID-19-kidney-AQP1+PLVAP+EC|kidney / Disease (COVID-19 only), tissue and cell type	COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	7da92eeadaf8de9f0bee639844242e0ce79118ef	proximal-Lymphocytic-CD8+_Naive_T|proximal / Location, Lineage and Cell class from 10X Sequencing	Human Lung Cell Atlas (HLCA)	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	ff9b9065f5d91a7aff99121bddc3e86f6b1c8a8d	NS-critical-LOC|critical / Location, Severity, dps_group, Lineage and Cell class of Upper airway (combined)	Upper Airway and Bronchi Atlas of COVID-19 Patients	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	STAT1,HLA-E
ToppCell Atlas	cb584f7754ef4e6d9ec7155022852f2d2676ab4f	Sepsis-URO-Lymphocyte-T/NK-gd_T|URO / Disease, condition lineage and cell class	Integration of immune-mediated diseases (COVID-19 + Influenza + Sepsis + Multiple Sclerosis)	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-G
ToppCell Atlas	76bcdd96e311fe80504e32e9b5fef0b6510c54b6	Non-neuronal-Postmitotic-Microglia-Microglia|World / Primary Cells by Cluster	Comparison of human cortex and organoids	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	ff4f4e7f8ebd977dd8082afad3cd980324f42170	ILEUM-non-inflamed-(1)_T_cell-(1)_Trm|(1)_T_cell / shred on tissue, inflammation_status, cell class(v3), cell subclass (v2)	Human Ileal Immune cells from Crohn's Disease	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	0a868098b1ee4b28b2149ed766acb09e9c0ce14c	moderate-Lymphoid-CTL|Lymphoid / Severity, Lineage and Cell class of Nasopharyngeal (NS) Samples from Patients and Controls	Upper Airway and Bronchi Atlas of COVID-19 Patients	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	dfae26c3513a82bb7cb8dadbfcea2a1f420b1bab	Severe-B_intermediate-10|Severe / disease group and sub_cluster of B and Plasma cells(res = 0.5)	COVID-19 B cell and Plasma cell Atlas in PBMC and BAL	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	489ef87e67ea1ab7c27276a51f5b41f8008e857c	Krasnow_HLCA-_10X_superbinexpr-Lymphocytic|Krasnow_HLCA-_10X_superbinexpr / Source, Lineage, Class, Cell subtype	Integration of Lung Superbins	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	1d12be256af028c88e31fb535068bae16b7bd48e	COVID-19_Moderate-CD8+_Tem|World / disease group, cell group and cell class	PBMC Atlas of COVID-19 Patients (Arunachalam et al.)	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	d5f73f6abaf91780fbc16a1144a73ad863abb398	356C-Lymphocytic|356C / Donor, Lineage, Cell class and subclass (all cells)	Tissue Stability Cell Atlas - Lung Cells	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	3156d26d9a153f594e140cdb04c55b9527747ef0	(2)_NK/T|World / immune cells in Peripheral Blood (logTPM normalization)	Human Blood Atlas	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	4633e379893a26a746f8e29302cc54bbe04dd23f	PBMC-Convalescent-Lymphocyte-T/NK|Convalescent / Location, Disease Group, Cell group, Cell class and sub_cluster (2021.03.01)	Integration of Multiple Sampling Location of COVID-19 Patients	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	6dc8d9272218784df2365863f50eb30d07ab8fef	Bac-SEP-Lymphocyte-T_NK|Bac-SEP / Disease, Lineage and Cell Type	Sepsis Atlas	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	09fd456077bb3a657ad3b10c6cfe799b7266456a	Severe_COVID-19|World / Disease group,lineage and cell class ?2021.01.30?	COVID-19 BAL Atlas	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	STAT1,HLA-E
ToppCell Atlas	3402f88ef2f05d61c16cbe61b996bcc8fd119261	Healthy-NK|Healthy / disease group, cell group and cell class	PBMC Atlas of COVID-19 Patients (Arunachalam et al.)	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	24f6954aff8751885e783d68c631b04dd1980f48	PBMC-Convalescent-Lymphocyte-T/NK|Convalescent / Location, Disease Group, Cell group, Cell class and sub_cluster (2021.03.09)	Integration of Multiple Sampling Location of COVID-19 Patients	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	76aff381403bc5a8a9cc73eb1e5dbdc0bac7de6c	PBMC-Mild-Lymphocyte-T/NK-Other_T-gd_T|Mild / Location, Disease Group, Cell group, Cell class and sub_cluster (2021.03.01)	Integration of Multiple Sampling Location of COVID-19 Patients	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	4b078714c49e7befb7b113d72485e712236d35fa	CV-Mild-1|CV / Virus stimulation, Condition and Cluster	CD8+ Memory T cells (PBMC) of COVID-19 Patients	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	STAT1,HLA-E
ToppCell Atlas	44417089b62056269cac38d3134ff209c05b7007	PBMC-Mild|PBMC / Location, Disease Group, Cell group, Cell class and sub_cluster (2021.03.09)	Integration of Multiple Sampling Location of COVID-19 Patients	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	STAT1,HLA-E
ToppCell Atlas	4e32b15b3d47d35543340db7b7cddcef3ba0412d	blood-Lymphocytic-CD8+_Memory/Effector_T|blood / Location, Lineage and Cell class from 10X Sequencing	Human Lung Cell Atlas (HLCA)	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	df399674345c45738d765a8354ea8d1484572c34	PBMC-Mild-Lymphocyte-T/NK-Other_T-gd_T-|Mild / Location, Disease Group, Cell group, Cell class and sub_cluster (2021.03.09)	Integration of Multiple Sampling Location of COVID-19 Patients	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	0dc4a564dcab8ac42f238f98ee1f2090b0dcffe6	390C-Lymphocytic-NK_cells-NK_cell_B|390C / Donor, Lineage, Cell class and subclass (all cells)	Tissue Stability Cell Atlas - Lung Cells	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	bbe639ea5a636c985e509fb0a133ae3b60afac5a	COVID-19_Severe-Neu_1|COVID-19_Severe / 5 Neutrophil clusters in COVID-19 patients	COVID-19 PBMC Neutrophil Atlas	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	0bf7a339e9ee384f1a198ca7c1c51b9a54a7b99f	356C-Lymphocytic-NK_cells-NK_cell_B|356C / Donor, Lineage, Cell class and subclass (all cells)	Tissue Stability Cell Atlas - Lung Cells	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	a6306dac34af5783f3a734ef1eaa7a0c03267b4f	moderate-Myeloid-Neutrophil|Myeloid / Severity, Lineage and Cell class of Nasopharyngeal (NS) Samples from Patients and Controls	Upper Airway and Bronchi Atlas of COVID-19 Patients	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	88efe668d1986ba1695eeb1f3768767d2927dd64	normal_Lung-T/NK_cells|normal_Lung / Location, Cell class and cell subclass	Human Metastatic Lung Adenocarcinoma (Nayoung Kim et al)	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	8a21c183283fbc871aa729f8c42924b63018c345	tumor_Lymph_Node_/_Brain-T/NK_cells-CD8_low_T|tumor_Lymph_Node_/_Brain / Location, Cell class and cell subclass	Human Metastatic Lung Adenocarcinoma (Nayoung Kim et al)	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	2af389b8ea5767ba56fe64d719afe5be3f9a43ec	(220)_CD8+_Cytotoxic_T_cell|World / immune cells in Peripheral Blood (logTPM normalization)	Human Blood Atlas	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	efd3af3c0b4ab29605331ecdcb7a52cba38e6028	18-Distal-Endothelial-Endothelial|Distal / Age, Tissue, Lineage and Cell class	Human Fetal Lung in Development	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	da32693a9833ffeced87fe6ec91f076648005f6d	21-Trachea-Immune-Hematopoietic,_T_Cells|Trachea / Age, Tissue, Lineage and Cell class	Human Fetal Lung in Development	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	687f69c16343227854c882b4a0f3930ce534a3d2	BAL-Severe|BAL / Location, Disease Group, Cell group, Cell class and sub_cluster (2021.03.09)	Integration of Multiple Sampling Location of COVID-19 Patients	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	STAT1,HLA-E
ToppCell Atlas	45419f2804b4be79bae6632e71c54e1af482d115	COVID-19-lung-Capillary_2|COVID-19 / Disease (COVID-19 only), tissue and cell type	COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	8517386a2f0d14c7d5fc6283e4e16b94d7c5732a	Macrophages-IPF_03|World / lung cells shred on cell class, cell subclass, sample id	Pathobiology of Pulmonary Fibrosis (Reyfman et al., 2019)	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	STAT1,B2M
ToppCell Atlas	a6f65bb0845d8f64f5c7edb00cee3ca5adb1a373	Brain_organoid-organoid_Velasco_nature-6_mon|organoid_Velasco_nature / Sample Type, Dataset, Time_group, and Cell type.	Integration of Four Brain Organoid Datasets and One Fetal Brain Dataset	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	e56417073e83061a43b9c41d6232d653904c1e90	NS-critical-LOC-Myeloid-Neutrophil|LOC / Location, Severity, dps_group, Lineage and Cell class of Upper airway (combined)	Upper Airway and Bronchi Atlas of COVID-19 Patients	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	d62884fc2697f7ad1b0227d29fb9345a18ea3429	metastatic_Lymph_Node-T/NK_cells|metastatic_Lymph_Node / Location, Cell class and cell subclass	Human Metastatic Lung Adenocarcinoma (Nayoung Kim et al)	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	58f2bc88d92550fb0b7c2e46c63c49ec6777001c	NS-critical-LOC-Myeloid|LOC / Location, Severity, dps_group, Lineage and Cell class of Upper airway (combined)	Upper Airway and Bronchi Atlas of COVID-19 Patients	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	2ccff882aafabf041df15b31d9abc50dcbc2696e	URO-Lymphocyte-T_NK-NK|URO / Disease, Lineage and Cell Type	Sepsis Atlas	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	f96491fdd266352f565fb9b303395d13b193cbf8	Int-URO-Lymphocyte-T_NK|Int-URO / Disease, Lineage and Cell Type	Sepsis Atlas	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	459e841a01a900808707140297c89c1d6a79024f	(200)_CD56+_NK_cell|World / immune cells in Peripheral Blood (logTPM normalization)	Human Blood Atlas	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	067101d070cfaf84c7d16c6e517f8946690ad502	Endoth-Vasc|World / shred by cell class for parenchyma	Respiratory Tissues from Nasal Brushing to Parenchyma	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	d7053a898e04478c577381085f615edaad3cdc5b	healthy_donor-Lymphocytic-ILC-NK_cell|healthy_donor / Disease condition, Lineage, Cell class and subclass	PBMC Atlas of COVID-19 patients (Wilk et al.)	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	1f8fc486e0cd77749b61a5b2481a1826f0bcf087	390C-Lymphocytic-CD8+_Cytotoxic_T-cell|Lymphocytic / Donor, Lineage, Cell class and subclass (all cells)	Tissue Stability Cell Atlas - Lung Cells	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	21efb7bcd24f24d20791b34e75d6f9d46a129481	Non-neuronal-Postmitotic-Mural-Mural-18|World / Primary Cells by Cluster	Comparison of human cortex and organoids	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	12847340c36a6791d8bdcb81e731e2fdeec46326	mild_COVID-19-CD8+_Tem|mild_COVID-19 / disease group, cell group and cell class (v2)	PBMC Atlas of COVID-19 and Influenza Patients (Lee et al.)	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	28ef3fc4c17dcb765537b75917f7db78baa522db	PBMC-Mild|PBMC / Location, Disease Group, Cell group, Cell class and sub_cluster (2021.03.01)	Integration of Multiple Sampling Location of COVID-19 Patients	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	STAT1,HLA-E
ToppCell Atlas	e39ef71f3a9e0591bc0300ae132036fe2f8d5716	tumor_Lymph_Node_/_Brain-T/NK_cells-NK|tumor_Lymph_Node_/_Brain / Location, Cell class and cell subclass	Human Metastatic Lung Adenocarcinoma (Nayoung Kim et al)	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	9b9ee0b0f6cc92e7be94869604c98f43d57ff8ff	CV-Severe-1|Severe / Virus stimulation, Condition and Cluster	CD8+ Memory T cells (PBMC) of COVID-19 Patients	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	STAT1,B2M
ToppCell Atlas	03c5493faf3a4e09a5c1b1450c4551f12f699298	ICU-SEP-Lymphocyte-T_NK|ICU-SEP / Disease, Lineage and Cell Type	Sepsis Atlas	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	25158815287efbdd8f463baa755cbb874f3905f3	Healthy_donor-gd_T|Healthy_donor / disease group, cell group and cell class (v2)	PBMC Atlas of COVID-19 and Influenza Patients (Lee et al.)	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	a781fd35a7cda8b7760c2e3ddccaac7aac26c979	PBMC-Mild-Lymphocyte-T/NK-Other_T-gd_T|Mild / Location, Disease Group, Cell group, Cell class and sub_cluster (2021.03.09)	Integration of Multiple Sampling Location of COVID-19 Patients	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	70c3efd4f6026a6a6065be632160a265d9ecd1e4	BLOOD--(3)_MNP-(3)_Intermediate_monocytes|(3)_MNP / shred on tissue, inflammation_status, cell class(v3), cell subclass (v2)	Human Ileal Immune cells from Crohn's Disease	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	STAT1,B2M
ToppCell Atlas	178b885e56e734a4408032ea79c68163333de9b6	(20)_NK_cell|World / immune cells in Peripheral Blood (logTPM normalization)	Human Blood Atlas	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	6aea5d00c417708f05b6d2dfe5a962d80864f8eb	COVID-19_Mild-Lymphoid_T/NK-gd_T|COVID-19_Mild / Disease group, lineage and cell class	Integration of 5 COVID-19 PBMC Datasets	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	bf1b249b531f059f7edb4b27ff90c97cfc51bd8a	background-T_cells|World / Sample and Cell Type and Tumor Cluster (all cells)	Human Hepatoblastoma Atlas	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	457ba9e3f1bb6453af8cc1a6e7436af66296f8f5	COVID-19_Convalescent-Lymphoid_T/NK|COVID-19_Convalescent / Disease group, lineage and cell class	Integration of 5 COVID-19 PBMC Datasets	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	c11f69b22a1ae0b371e9d0f0999716c945d0929d	T/NK_cells|World / Lineage and Cell class	Human Bone Marrow Atlas	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	aee3d8757642cd6bbf6dc03e78b3912c6b8e510a	COVID-19-Heart-Low_count_Fib|Heart / Disease (COVID-19 only), tissue and cell type	COVID-19 Autopsy Atlas (Lung, Liver, Kidney, Heart)	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	636878836678a0715550fa09f2e3dac11c4d73fe	severe-Myeloid-Neutrophils_2|severe / Cohort 2 (Rhapsody WB + PBMC) with disease condition, lineage and cell classs	PBMC Atlas of COVID-19 Patients (Schulte-Schrepping et al.)	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	872ddb2738c5e0375830bb0e5b2c50383bf58738	390C-Lymphocytic-NK_cells|390C / Donor, Lineage, Cell class and subclass (all cells)	Tissue Stability Cell Atlas - Lung Cells	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	B2M,HLA-E
ToppCell Atlas	071658de0c43f302172692aa0b4b507dbad7be50	medial|World / Location, Lineage, Cell class (ontology) and Donor from 10X sequencing (macrophage renamed)	Human Lung Cell Atlas (HLCA)	1.909E-4	4.952E-1	7.530E-4	6.354E-3	2	198	HLA-H,HLA-E
