Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Interaction	int:STX17	STX17 interactions	 	2.235E-6	4.511E-3	2.400E-5	1.965E-4	7	256	KPRP,JUP,FLG2,DSG1,DSP,LGALS7B,SBSN
Interaction	int:COQ2	COQ2 interactions	 	2.277E-6	4.594E-3	2.431E-5	1.990E-4	5	90	KPRP,JUP,HRNR,DSG1,DSP
Interaction	int:RC3H2	RC3H2 interactions	 	2.520E-6	5.086E-3	2.677E-5	2.191E-4	10	656	KRT1,KRT2,KRT9,KRT10,KRT13,KRT14,KRT16,KRT17,DSP,KRT31
Interaction	int:FAM110A	FAM110A interactions	 	3.469E-6	6.999E-3	3.665E-5	3.000E-4	5	98	KRT15,KRT31,KRT27,KRT38,KRT37
Interaction	int:PRSS16	PRSS16 interactions	 	3.513E-6	7.090E-3	3.693E-5	3.023E-4	4	44	KPRP,FLG2,DSG1,SBSN
Interaction	int:KRT73	KRT73 interactions	 	4.592E-6	9.267E-3	4.802E-5	3.931E-4	4	47	KRT15,KRT16,KRT31,KRT73
Interaction	int:UBASH3A	UBASH3A interactions	 	4.871E-6	9.830E-3	5.067E-5	4.149E-4	5	105	KPRP,KRT14,KRT31,KRT32,KRT35
Interaction	int:SCNM1	SCNM1 interactions	 	5.552E-6	1.120E-2	5.746E-5	4.704E-4	6	190	KRT75,KRT31,KRT27,KRT33B,KRT35,KRT38
Interaction	int:PRSS1	PRSS1 interactions	 	7.461E-6	1.506E-2	7.682E-5	6.290E-4	4	53	KRT1,KRT2,KRT10,KRT17
Interaction	int:ZC3HC1	ZC3HC1 interactions	 	7.607E-6	1.535E-2	7.792E-5	6.380E-4	5	115	JUP,DSG1,DSP,LGALS7B,SBSN
Interaction	int:ANXA2	ANXA2 interactions	 	8.205E-6	1.656E-2	8.362E-5	6.847E-4	7	312	KPRP,JUP,FLG2,KRT17,DSG1,DSP,LGALS7
Interaction	int:CCDC102A	CCDC102A interactions	 	9.310E-6	1.879E-2	9.394E-5	7.691E-4	4	56	KRT32,KRT38,KRT37,KRT222
Interaction	int:ARMC12	ARMC12 interactions	 	9.310E-6	1.879E-2	9.394E-5	7.691E-4	4	56	JUP,KRT9,FLG2,DSG1
Interaction	int:CUL4A	CUL4A interactions	 	9.359E-6	1.889E-2	9.396E-5	7.693E-4	10	761	KRT1,KRT2,KRT9,KRT10,KRT76,KRT24,HRNR,KRT75,FLG2,SBSN
Interaction	int:FRS3	FRS3 interactions	 	9.749E-6	1.967E-2	9.739E-5	7.974E-4	5	121	KPRP,KRT76,KRT31,KRT33B,KRT35
Interaction	int:GAS8	GAS8 interactions	 	1.056E-5	2.131E-2	1.050E-4	8.594E-4	5	123	KRT14,KRT15,KRT16,KRT19,KRT27
Interaction	int:SMARCD1	SMARCD1 interactions	 	1.091E-5	2.202E-2	1.080E-4	8.839E-4	7	326	KRT15,KRT16,KRT75,KRT31,KRT27,KRT38,KRT37
Interaction	int:C21orf58	C21orf58 interactions	 	1.179E-5	2.379E-2	1.161E-4	9.502E-4	3	19	KRT27,KRT35,KRT37
Interaction	int:PLEC	PLEC interactions	 	1.228E-5	2.479E-2	1.203E-4	9.852E-4	7	332	JUP,KRT78,KRT14,KRT16,KRT6C,KRT19,KRT222
Interaction	int:GLYCTK	GLYCTK interactions	 	1.311E-5	2.646E-2	1.272E-4	1.042E-3	4	61	KRT13,KRT15,KRT75,KRT19
Interaction	int:S100A14	S100A14 interactions	 	1.311E-5	2.646E-2	1.272E-4	1.042E-3	4	61	KPRP,JUP,DSG1,DSP
Interaction	int:TRIM7	TRIM7 interactions	 	1.399E-5	2.824E-2	1.351E-4	1.106E-3	4	62	KRT1,KRT2,KRT16,KRT6C
Interaction	int:TGM3	TGM3 interactions	 	1.600E-5	3.229E-2	1.538E-4	1.259E-3	5	134	KPRP,KRT13,FLG2,DSG1,DSP
Interaction	int:NUP62	NUP62 interactions	 	1.691E-5	3.413E-2	1.617E-4	1.324E-3	6	231	KRT1,KRT3,KRT20,KRT6A,KRT6B,KRT75
Interaction	int:MCM5	MCM5 interactions	 	1.727E-5	3.486E-2	1.644E-4	1.346E-3	7	350	KPRP,KRT2,JUP,DSG1,KRT19,DSP,SBSN
Interaction	int:KPRP	KPRP interactions	 	1.775E-5	3.583E-2	1.682E-4	1.377E-3	6	233	KPRP,JUP,HRNR,FLG2,DSG1,DSP
Interaction	int:GAB1	GAB1 interactions	 	1.977E-5	3.990E-2	1.865E-4	1.527E-3	5	140	JUP,DSG1,DSP,LGALS7B,LGALS7
Interaction	int:NMRAL1	NMRAL1 interactions	 	2.002E-5	4.039E-2	1.879E-4	1.538E-3	6	238	KRT1,KRT2,KRT5,KRT9,KRT10,KRT16
Interaction	int:NEFL	NEFL interactions	 	2.117E-5	4.273E-2	1.978E-4	1.620E-3	5	142	KRT13,KRT14,KRT15,KRT31,KRT27
Interaction	int:MAPKBP1	MAPKBP1 interactions	 	2.268E-5	4.578E-2	2.110E-4	1.727E-3	4	70	KPRP,KRT31,KRT35,KRT38
Interaction	int:CLCNKA	CLCNKA interactions	 	2.442E-5	4.928E-2	2.261E-4	1.851E-3	3	24	KPRP,KRT31,KRT37
Interaction	int:C2CD6	C2CD6 interactions	 	2.679E-5	5.406E-2	2.446E-4	2.003E-3	4	73	KRT13,KRT15,KRT75,KRT31
Interaction	int:CCDC51	CCDC51 interactions	 	2.679E-5	5.406E-2	2.446E-4	2.003E-3	4	73	KPRP,JUP,DSG1,DSP
Interaction	int:CCDC187	CCDC187 interactions	 	2.679E-5	5.406E-2	2.446E-4	2.003E-3	4	73	KRT15,KRT31,KRT32,KRT27
Interaction	int:GMCL1	GMCL1 interactions	 	2.937E-5	5.928E-2	2.658E-4	2.176E-3	5	152	JUP,KRT75,FLG2,DSP,SBSN
Interaction	int:EXOC8	EXOC8 interactions	 	2.937E-5	5.928E-2	2.658E-4	2.176E-3	5	152	KRT20,KRT76,KRT15,KRT19,KRT31
Interaction	int:TSG101	TSG101 interactions	 	3.016E-5	6.086E-2	2.717E-4	2.225E-3	6	256	KRT13,KRT15,KRT16,KRT75,KRT31,KRT35
Interaction	int:PAN2	PAN2 interactions	 	3.510E-5	7.082E-2	3.148E-4	2.577E-3	7	391	KRT1,KRT2,KRT6A,JUP,KRT9,KRT10,KRT19
Interaction	int:POU4F2	POU4F2 interactions	 	4.038E-5	8.149E-2	3.606E-4	2.952E-3	4	81	KPRP,KRT31,KRT35,KRT38
Interaction	int:CEP57	CEP57 interactions	 	4.226E-5	8.528E-2	3.757E-4	3.076E-3	5	164	KRT13,KRT15,HRNR,KRT75,KRT31
Interaction	int:CARD9	CARD9 interactions	 	4.350E-5	8.779E-2	3.850E-4	3.152E-3	5	165	KRT15,KRT16,KRT75,KRT19,KRT31
Interaction	int:CEP63	CEP63 interactions	 	4.477E-5	9.035E-2	3.945E-4	3.230E-3	5	166	KRT19,KRT31,KRT38,KRT37,KRT222
Interaction	int:ZNF598	ZNF598 interactions	 	4.965E-5	1.002E-1	4.356E-4	3.567E-3	7	413	KPRP,KRT2,JUP,KRT17,DSG1,DSP,SBSN
Interaction	int:DMRT3	DMRT3 interactions	 	5.347E-5	1.079E-1	4.663E-4	3.818E-3	4	87	KPRP,KRT31,KRT35,KRT38
Interaction	int:DGCR6L	DGCR6L interactions	 	5.361E-5	1.082E-1	4.663E-4	3.818E-3	3	31	KRT15,KRT19,KRT31
Interaction	int:CEP152	CEP152 interactions	 	5.450E-5	1.100E-1	4.720E-4	3.865E-3	5	173	KRT19,DSP,KRT38,KRT37,KRT222
Interaction	int:TRAF6	TRAF6 interactions	 	5.774E-5	1.165E-1	4.979E-4	4.077E-3	7	423	KRT1,KRT2,KRT3,KRT5,KRT9,KRT10,KRT12
Interaction	int:NDC80	NDC80 interactions	 	5.927E-5	1.196E-1	5.090E-4	4.167E-3	6	289	KRT6A,KRT6B,KRT78,KRT75,KRT19,KRT27
Interaction	int:BTF3	BTF3 interactions	 	6.161E-5	1.243E-1	5.268E-4	4.313E-3	9	758	KRT1,KRT5,KRT9,KRT10,KRT14,HRNR,FLG2,KRT19,DSP
Interaction	int:CEP57L1	CEP57L1 interactions	 	6.376E-5	1.287E-1	5.429E-4	4.445E-3	4	91	KRT13,KRT19,KRT31,KRT38
Interaction	int:SIRPA	SIRPA interactions	 	6.654E-5	1.343E-1	5.642E-4	4.619E-3	4	92	KRT2,KRT10,KRT15,KRT31
Interaction	int:PKP2	PKP2 interactions	 	6.754E-5	1.363E-1	5.689E-4	4.658E-3	5	181	KRT5,JUP,DSG1,DSP,KRT31
Interaction	int:ARIH2	ARIH2 interactions	 	6.766E-5	1.365E-1	5.689E-4	4.658E-3	6	296	KRT72,KRT1,KRT2,KRT9,KRT10,KRT14
Interaction	int:TBC1D22B	TBC1D22B interactions	 	6.933E-5	1.399E-1	5.805E-4	4.753E-3	5	182	FLG2,DSG1,DSP,LGALS7B,SBSN
Interaction	int:HOOK3	HOOK3 interactions	 	7.684E-5	1.551E-1	6.407E-4	5.246E-3	5	186	KRT13,KRT19,KRT31,KRT27,KRT37
Interaction	int:KLHL38	KLHL38 interactions	 	8.857E-5	1.787E-1	7.355E-4	6.022E-3	4	99	KRT31,KRT27,KRT35,KRT38
Interaction	int:RIN3	RIN3 interactions	 	1.003E-4	2.024E-1	8.295E-4	6.791E-3	7	462	KRT1,KRT2,KRT5,KRT9,KRT10,KRT14,DSP
Interaction	int:MCM2	MCM2 interactions	 	1.141E-4	2.302E-1	9.396E-4	7.693E-3	10	1021	KRT2,KRT5,KRT6B,JUP,HRNR,DSG1,DSP,KRT32,SBSN,LGALS7
Interaction	int:PUS10	PUS10 interactions	 	1.147E-4	2.315E-1	9.409E-4	7.703E-3	2	7	KRT14,KRT16
Interaction	int:TNF	TNF interactions	 	1.189E-4	2.400E-1	9.717E-4	7.956E-3	6	328	KRT1,KRT2,KRT5,KRT9,KRT10,KRT19
Interaction	int:FN1	FN1 interactions	 	1.222E-4	2.466E-1	9.943E-4	8.141E-3	9	829	KRT1,KRT2,KRT5,KRT9,KRT10,KRT16,KRT19,KRT31,LGALS7
Interaction	int:GNG13	GNG13 interactions	 	1.250E-4	2.523E-1	1.013E-3	8.297E-3	3	41	KRT27,KRT38,KRT37
Interaction	int:UCHL1	UCHL1 interactions	 	1.271E-4	2.565E-1	1.026E-3	8.400E-3	5	207	HRNR,FLG2,KRT17,DSG1,DSP
Interaction	int:GNG10	GNG10 interactions	 	1.344E-4	2.713E-1	1.081E-3	8.849E-3	3	42	KRT16,KRT31,KRT38
Interaction	int:ZC4H2	ZC4H2 interactions	 	1.443E-4	2.912E-1	1.155E-3	9.459E-3	3	43	KRT75,KRT38,KRT37
Interaction	int:CDK18	CDK18 interactions	 	1.479E-4	2.984E-1	1.179E-3	9.656E-3	4	113	KRT15,KRT16,KRT75,KRT31
Interaction	int:DEPP1	DEPP1 interactions	 	1.527E-4	3.081E-1	1.213E-3	9.933E-3	2	8	KRT15,KRT19
Interaction	int:USP2	USP2 interactions	 	1.551E-4	3.130E-1	1.227E-3	1.005E-2	5	216	KRT15,KRT31,KRT27,KRT33B,KRT35
Interaction	int:CDK15	CDK15 interactions	 	1.636E-4	3.301E-1	1.289E-3	1.056E-2	4	116	JUP,DSP,LGALS7B,SBSN
Interaction	int:HOXA1	HOXA1 interactions	 	1.693E-4	3.417E-1	1.330E-3	1.089E-2	6	350	KPRP,KRT31,KRT33B,KRT35,KRT38,KRT37
Interaction	int:TEKT4	TEKT4 interactions	 	1.864E-4	3.761E-1	1.452E-3	1.189E-2	4	120	KPRP,KRT15,KRT75,KRT35
Interaction	int:PKP1	PKP1 interactions	 	1.864E-4	3.761E-1	1.452E-3	1.189E-2	4	120	KRT14,FLG2,DSG1,DSP
Interaction	int:FAM83H	FAM83H interactions	 	1.924E-4	3.883E-1	1.488E-3	1.218E-2	4	121	KRT2,KRT78,KRT19,KRT73
Interaction	int:LGALS7	LGALS7 interactions	 	1.924E-4	3.883E-1	1.488E-3	1.218E-2	4	121	JUP,DSP,LGALS7B,LGALS7
Interaction	int:PIGR	PIGR interactions	 	1.986E-4	4.007E-1	1.530E-3	1.252E-2	4	122	KRT1,KRT2,KRT9,KRT10
Interaction	int:FGFRL1	FGFRL1 interactions	 	2.005E-4	4.047E-1	1.533E-3	1.255E-2	3	48	KPRP,FLG2,KRT35
Interaction	int:BFSP1	BFSP1 interactions	 	2.005E-4	4.047E-1	1.533E-3	1.255E-2	3	48	KRT19,KRT31,KRT27
Interaction	int:CEP164	CEP164 interactions	 	2.049E-4	4.135E-1	1.560E-3	1.278E-2	4	123	KRT2,KRT19,KRT38,KRT222
Interaction	int:OBSL1	OBSL1 interactions	 	2.067E-4	4.172E-1	1.568E-3	1.284E-2	9	889	KRT5,KRT6A,KRT6B,JUP,KRT14,KRT16,KRT17,DSP,KRT33B
Interaction	int:RUFY3	RUFY3 interactions	 	2.133E-4	4.304E-1	1.612E-3	1.320E-2	3	49	KRT19,KRT37,KRT222
Interaction	int:INSIG1	INSIG1 interactions	 	2.180E-4	4.399E-1	1.629E-3	1.334E-2	4	125	KRT1,KRT5,KRT14,KRT76
Interaction	int:HAUS5	HAUS5 interactions	 	2.180E-4	4.399E-1	1.629E-3	1.334E-2	4	125	KRT78,KRT19,KRT27,KRT38
Interaction	int:WASHC3	WASHC3 interactions	 	2.180E-4	4.399E-1	1.629E-3	1.334E-2	4	125	KRT6A,KRT75,KRT71,KRT27
Interaction	int:PIH1D1	PIH1D1 interactions	 	2.266E-4	4.573E-1	1.687E-3	1.382E-2	8	705	KRT1,KRT2,KRT5,JUP,KRT9,KRT10,KRT14,DSP
Interaction	int:USP1	USP1 interactions	 	2.387E-4	4.817E-1	1.771E-3	1.450E-2	4	128	JUP,KRT17,DSG1,LGALS7
Interaction	int:KRT7	KRT7 interactions	 	2.545E-4	5.136E-1	1.875E-3	1.535E-2	3	52	KRT13,KRT17,KRT27
Interaction	int:CFAP298	CFAP298 interactions	 	2.545E-4	5.136E-1	1.875E-3	1.535E-2	3	52	JUP,DSG1,SBSN
Interaction	int:PSMA1	PSMA1 interactions	 	2.565E-4	5.176E-1	1.882E-3	1.541E-2	6	378	KRT13,KRT15,KRT19,KRT31,KRT38,KRT37
Interaction	int:COX5B	COX5B interactions	 	2.608E-4	5.263E-1	1.907E-3	1.561E-2	4	131	KRT15,KRT31,KRT27,KRT33B
Interaction	int:RTP5	RTP5 interactions	 	2.694E-4	5.436E-1	1.962E-3	1.607E-2	3	53	KRT31,KRT27,KRT33B
Interaction	int:DCPS	DCPS interactions	 	2.752E-4	5.554E-1	1.992E-3	1.631E-2	6	383	KRT2,KRT5,KRT9,KRT10,KRT14,FLG2
Interaction	int:MAGEA3	MAGEA3 interactions	 	2.763E-4	5.577E-1	1.992E-3	1.631E-2	4	133	KRT1,KRT9,FLG2,DSG1
Interaction	int:FASTKD3	FASTKD3 interactions	 	2.763E-4	5.577E-1	1.992E-3	1.631E-2	4	133	KRT5,KRT6A,FLG2,KRT77
Interaction	int:TMSB4X	TMSB4X interactions	 	2.847E-4	5.746E-1	2.038E-3	1.668E-2	3	54	KRT13,KRT15,KRT31
Interaction	int:IFFO1	IFFO1 interactions	 	2.847E-4	5.746E-1	2.038E-3	1.668E-2	3	54	KRT2,KRT78,KRT73
Interaction	int:TEDC1	TEDC1 interactions	 	3.007E-4	6.067E-1	2.144E-3	1.755E-2	3	55	KRT2,KRT31,KRT38
Interaction	int:CCDC185	CCDC185 interactions	 	3.171E-4	6.400E-1	2.246E-3	1.839E-2	3	56	KRT15,KRT27,KRT35
Interaction	int:HSF4	HSF4 interactions	 	3.171E-4	6.400E-1	2.246E-3	1.839E-2	3	56	KRT31,KRT38,KRT37
Interaction	int:EEF1D	EEF1D interactions	 	3.225E-4	6.508E-1	2.276E-3	1.863E-2	5	253	KRT1,KRT2,KRT9,KRT10,KRT17
Interaction	int:TNIP2	TNIP2 interactions	 	3.330E-4	6.719E-1	2.341E-3	1.917E-2	9	948	KRT1,KRT5,KRT6A,KRT9,KRT10,KRT14,KRT19,KRT31,KRT27
Interaction	int:CCDC17	CCDC17 interactions	 	3.578E-4	7.220E-1	2.507E-3	2.052E-2	2	12	KRT16,KRT31
Interaction	int:EXOSC5	EXOSC5 interactions	 	3.641E-4	7.348E-1	2.543E-3	2.082E-2	4	143	KRT13,KRT31,KRT27,KRT35
Interaction	int:WDR5	WDR5 interactions	 	3.737E-4	7.541E-1	2.600E-3	2.129E-2	9	963	KRT1,KRT2,KRT6B,JUP,KRT9,KRT14,KRT17,KRT19,DSP
Interaction	int:OR2A4	OR2A4 interactions	 	3.838E-4	7.746E-1	2.662E-3	2.179E-2	4	145	JUP,DSG1,LGALS7B,SBSN
Interaction	int:SOAT1	SOAT1 interactions	 	3.852E-4	7.774E-1	2.662E-3	2.180E-2	5	263	JUP,HRNR,FLG2,DSG1,DSP
Interaction	int:SMARCB1	SMARCB1 interactions	 	3.920E-4	7.910E-1	2.700E-3	2.210E-2	5	264	KRT6A,KRT6B,KRT15,KRT6C,KRT19
Interaction	int:ATXN1	ATXN1 interactions	 	3.940E-4	7.952E-1	2.705E-3	2.214E-2	9	970	KRT5,KRT10,KRT13,KRT14,KRT15,KRT16,KRT17,KRT19,KRT73
Interaction	int:GOT1	GOT1 interactions	 	4.057E-4	8.188E-1	2.776E-3	2.272E-2	5	266	JUP,DSG1,DSP,LGALS7B,SBSN
Interaction	int:OTX1	OTX1 interactions	 	4.255E-4	8.587E-1	2.901E-3	2.375E-2	4	149	KPRP,KRT31,KRT35,KRT37
Interaction	int:ATG9A	ATG9A interactions	 	4.364E-4	8.807E-1	2.965E-3	2.428E-2	4	150	KPRP,KRT31,KRT33B,KRT35
Interaction	int:CYTOR	CYTOR interactions	 	4.918E-4	9.924E-1	3.330E-3	2.727E-2	2	14	HRNR,DSG1
Interaction	int:ATP6AP2	ATP6AP2 interactions	 	4.961E-4	1.000E0	3.348E-3	2.742E-2	5	278	KPRP,JUP,FLG2,LGALS7B,SBSN
Interaction	int:SYNC	SYNC interactions	 	5.149E-4	1.000E0	3.452E-3	2.826E-2	3	66	KRT14,KRT16,KRT27
Interaction	int:CFAP206	CFAP206 interactions	 	5.149E-4	1.000E0	3.452E-3	2.826E-2	3	66	KRT76,KRT75,KRT31
Interaction	int:SHC3	SHC3 interactions	 	5.867E-4	1.000E0	3.920E-3	3.210E-2	3	69	KRT31,KRT33B,KRT35
Interaction	int:CCDC85B	CCDC85B interactions	 	6.108E-4	1.000E0	4.068E-3	3.331E-2	4	164	KRT20,KRT6A,KRT17,KRT38
Interaction	int:POLL	POLL interactions	 	6.378E-4	1.000E0	4.229E-3	3.463E-2	3	71	KRT16,KRT19,KRT27
Interaction	int:CCDC120	CCDC120 interactions	 	6.392E-4	1.000E0	4.229E-3	3.463E-2	4	166	KRT15,KRT31,KRT35,KRT38
Interaction	int:AARD	AARD interactions	 	6.466E-4	1.000E0	4.250E-3	3.480E-2	2	16	KRT24,KRT27
Interaction	int:TAPBPL	TAPBPL interactions	 	6.466E-4	1.000E0	4.250E-3	3.480E-2	2	16	KRT31,KRT35
Interaction	int:DPP4	DPP4 interactions	 	6.541E-4	1.000E0	4.286E-3	3.509E-2	6	451	KRT1,KRT2,KRT9,KRT10,KRT14,KRT19
Interaction	int:FAM107A	FAM107A interactions	 	6.645E-4	1.000E0	4.340E-3	3.553E-2	3	72	KRT15,KRT19,KRT27
Interaction	int:EXOC4	EXOC4 interactions	 	6.686E-4	1.000E0	4.352E-3	3.563E-2	4	168	KRT19,KRT27,KRT38,KRT222
Interaction	int:PTPRN2	PTPRN2 interactions	 	6.918E-4	1.000E0	4.489E-3	3.675E-2	3	73	KRT14,KRT16,KRT17
Interaction	int:YEATS4	YEATS4 interactions	 	6.988E-4	1.000E0	4.506E-3	3.689E-2	4	170	KPRP,KRT2,KRT5,JUP
Interaction	int:PTDSS1	PTDSS1 interactions	 	6.988E-4	1.000E0	4.506E-3	3.689E-2	4	170	JUP,FLG2,DSP,LGALS7B
Interaction	int:NUP58	NUP58 interactions	 	7.198E-4	1.000E0	4.626E-3	3.788E-2	3	74	KRT27,KRT33B,KRT28
Interaction	int:DEUP1	DEUP1 interactions	 	7.781E-4	1.000E0	4.958E-3	4.059E-2	3	76	KRT3,KRT15,KRT28
Interaction	int:RAMAC	RAMAC interactions	 	7.781E-4	1.000E0	4.958E-3	4.059E-2	3	76	KRT15,KRT31,KRT33B
Interaction	int:E2F6	E2F6 interactions	 	7.788E-4	1.000E0	4.958E-3	4.059E-2	4	175	KPRP,LGALS7B,SBSN,LGALS7
Interaction	int:TRIM26	TRIM26 interactions	 	7.955E-4	1.000E0	5.033E-3	4.120E-2	4	176	KRT6B,KRT14,KRT16,KRT19
Interaction	int:ZNF417	ZNF417 interactions	 	7.955E-4	1.000E0	5.033E-3	4.120E-2	4	176	KRT15,KRT31,KRT35,KRT38
Interaction	int:RC3H1	RC3H1 interactions	 	9.070E-4	1.000E0	5.713E-3	4.677E-2	7	665	KRT1,KRT2,KRT5,KRT9,KRT10,KRT16,KRT31
Interaction	int:ADH1C	ADH1C interactions	 	9.172E-4	1.000E0	5.713E-3	4.677E-2	2	19	KPRP,LGALS7B
Interaction	int:CCDC197	CCDC197 interactions	 	9.172E-4	1.000E0	5.713E-3	4.677E-2	2	19	KRT3,KRT75
Interaction	int:LMNTD2	LMNTD2 interactions	 	9.172E-4	1.000E0	5.713E-3	4.677E-2	2	19	KRT31,KRT27
Interaction	int:NPBWR2	NPBWR2 interactions	 	9.172E-4	1.000E0	5.713E-3	4.677E-2	2	19	KPRP,KRT31
Interaction	int:PINK1	PINK1 interactions	 	9.231E-4	1.000E0	5.731E-3	4.693E-2	7	667	JUP,FLG2,DSG1,DSP,LGALS7B,SBSN,LGALS7
Interaction	int:SPG21	SPG21 interactions	 	9.772E-4	1.000E0	6.049E-3	4.952E-2	4	186	KRT13,KRT15,KRT19,KRT31
Interaction	int:PRR35	PRR35 interactions	 	1.005E-3	1.000E0	6.184E-3	5.063E-2	3	83	JUP,KRT31,KRT35
Interaction	int:MPHOSPH9	MPHOSPH9 interactions	 	1.005E-3	1.000E0	6.184E-3	5.063E-2	3	83	KRT2,KRT19,KRT37
Interaction	int:ST8SIA1	ST8SIA1 interactions	 	1.018E-3	1.000E0	6.241E-3	5.110E-2	2	20	KPRP,SBSN
Interaction	int:ADRB2	ADRB2 interactions	 	1.073E-3	1.000E0	6.562E-3	5.373E-2	5	330	KRT1,KRT2,KRT5,KRT9,KRT10
Interaction	int:KLF5	KLF5 interactions	 	1.078E-3	1.000E0	6.573E-3	5.382E-2	4	191	JUP,HRNR,FLG2,KRT74
Interaction	int:BBLN	BBLN interactions	 	1.123E-3	1.000E0	6.826E-3	5.588E-2	2	21	KRT20,KRT73
Interaction	int:FCF1	FCF1 interactions	 	1.230E-3	1.000E0	7.452E-3	6.101E-2	3	89	KPRP,LGALS7B,SBSN
Interaction	int:CCDC186	CCDC186 interactions	 	1.233E-3	1.000E0	7.452E-3	6.101E-2	2	22	KRT27,KRT38
Interaction	int:KIAA1217	KIAA1217 interactions	 	1.440E-3	1.000E0	8.648E-3	7.081E-2	3	94	KRT15,KRT31,KRT27
Interaction	int:HAUS4	HAUS4 interactions	 	1.440E-3	1.000E0	8.648E-3	7.081E-2	3	94	KRT19,KRT27,KRT38
Interaction	int:PSMC5	PSMC5 interactions	 	1.446E-3	1.000E0	8.660E-3	7.090E-2	5	353	JUP,KRT15,KRT31,KRT27,KRT38
Interaction	int:MMRN1	MMRN1 interactions	 	1.469E-3	1.000E0	8.746E-3	7.161E-2	2	24	KPRP,SBSN
Interaction	int:FAM221B	FAM221B interactions	 	1.469E-3	1.000E0	8.746E-3	7.161E-2	2	24	KPRP,KRT35
Interaction	int:EIF4E2	EIF4E2 interactions	 	1.639E-3	1.000E0	9.725E-3	7.962E-2	4	214	KRT20,KRT13,KRT19,KRT31
Interaction	int:ITGA4	ITGA4 interactions	 	1.654E-3	1.000E0	9.791E-3	8.016E-2	6	540	KRT1,KRT6A,KRT9,KRT10,KRT16,KRT19
Interaction	int:CEP55	CEP55 interactions	 	1.667E-3	1.000E0	9.834E-3	8.052E-2	4	215	KRT19,KRT31,KRT27,KRT38
Interaction	int:CDK2	CDK2 interactions	 	1.708E-3	1.000E0	1.005E-2	8.227E-2	7	742	KPRP,JUP,HRNR,FLG2,DSG1,DSP,LGALS7
Interaction	int:ENKD1	ENKD1 interactions	 	1.724E-3	1.000E0	1.009E-2	8.260E-2	4	217	KRT14,KRT15,KRT31,KRT35
Interaction	int:MYCBPAP	MYCBPAP interactions	 	1.725E-3	1.000E0	1.009E-2	8.260E-2	2	26	KPRP,SBSN
Interaction	int:MYO15B	MYO15B interactions	 	1.770E-3	1.000E0	1.032E-2	8.450E-2	3	101	KRT13,KRT75,KRT35
Interaction	int:UBE2A	UBE2A interactions	 	1.783E-3	1.000E0	1.037E-2	8.489E-2	4	219	KRT5,KRT6B,KRT14,KRT19
Interaction	int:FANCG	FANCG interactions	 	1.820E-3	1.000E0	1.056E-2	8.642E-2	3	102	KPRP,KRT13,KRT19
Interaction	int:ADSS2	ADSS2 interactions	 	1.872E-3	1.000E0	1.082E-2	8.861E-2	3	103	LGALS7B,SBSN,LGALS7
Interaction	int:TFIP11	TFIP11 interactions	 	1.885E-3	1.000E0	1.087E-2	8.900E-2	5	375	KRT1,KRT20,KRT6A,KRT6B,KRT6C
Interaction	int:LONRF1	LONRF1 interactions	 	1.924E-3	1.000E0	1.103E-2	9.032E-2	3	104	KRT75,KRT31,KRT35
Interaction	int:ST6GALNAC6	ST6GALNAC6 interactions	 	1.924E-3	1.000E0	1.103E-2	9.032E-2	3	104	JUP,DSP,LGALS7B
Interaction	int:USP15	USP15 interactions	 	1.952E-3	1.000E0	1.116E-2	9.137E-2	5	378	KRT16,KRT31,KRT33B,KRT35,LGALS7
Interaction	int:TGM5	TGM5 interactions	 	2.000E-3	1.000E0	1.134E-2	9.282E-2	2	28	LGALS7B,LGALS7
Interaction	int:LCA5L	LCA5L interactions	 	2.000E-3	1.000E0	1.134E-2	9.282E-2	2	28	KRT76,KRT75
Interaction	int:KRT32	KRT32 interactions	 	2.000E-3	1.000E0	1.134E-2	9.282E-2	2	28	KRT72,KRT32
Interaction	int:KRT9	KRT9 interactions	 	2.032E-3	1.000E0	1.148E-2	9.403E-2	3	106	KRT1,KRT9,KRT17
Interaction	int:CD33	CD33 interactions	 	2.145E-3	1.000E0	1.209E-2	9.899E-2	2	29	KRT31,KRT35
Interaction	int:ITGB4	ITGB4 interactions	 	2.258E-3	1.000E0	1.266E-2	1.036E-1	3	110	KPRP,JUP,KRT31
Interaction	int:BLMH	BLMH interactions	 	2.258E-3	1.000E0	1.266E-2	1.036E-1	3	110	KPRP,DSG1,DSP
Interaction	int:USP38	USP38 interactions	 	2.295E-3	1.000E0	1.279E-2	1.047E-1	2	30	KRT6B,LGALS7
Interaction	int:BTC	BTC interactions	 	2.295E-3	1.000E0	1.279E-2	1.047E-1	2	30	KPRP,KRT31
Interaction	int:PPP2R2B	PPP2R2B interactions	 	2.304E-3	1.000E0	1.281E-2	1.049E-1	4	235	JUP,DSP,LGALS7B,SBSN
Interaction	int:NUP54	NUP54 interactions	 	2.317E-3	1.000E0	1.284E-2	1.052E-1	3	111	KRT15,KRT27,KRT33B
Interaction	int:POU5F1	POU5F1 interactions	 	2.411E-3	1.000E0	1.333E-2	1.092E-1	6	582	KRT1,KRT2,KRT9,KRT10,KRT14,KRT19
Interaction	int:INPP5A	INPP5A interactions	 	2.449E-3	1.000E0	1.350E-2	1.106E-1	2	31	KPRP,SBSN
